date_of_issuance,date_of_expiry,providers_confidential,entities_to_whom_pic_granted_confidential,subject_matter_confidential,pic_granted,mat_established,notes,amendment_intent,usages_confidential,id,year_of_issuance,year_of_expiry
2022-02-17,NA,NA,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1083,2022,NA
2022-02-14,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1084,2022,NA
2022-02-18,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1085,2022,NA
2022-02-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1086,2022,NA
2022-02-17,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1087,2022,NA
2022-01-10,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1088,2022,NA
2022-02-02,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1089,2022,NA
2022-02-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1090,2022,NA
2022-01-24,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1091,2022,NA
2021-12-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1092,2021,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1093,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1094,2022,NA
2022-02-02,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1095,2022,NA
2022-01-10,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1096,2022,NA
2021-07-28,2023-07-27,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1097,2021,2023
2020-09-03,2023-09-02,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1098,2020,2023
2021-09-02,2026-09-01,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1099,2021,2026
2020-10-20,2025-10-19,NA,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,ircc_1100,2020,2025
2021-12-16,2022-12-15,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1101,2021,2022
2021-06-30,2026-06-29,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1102,2021,2026
2021-08-09,2023-08-08,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1103,2021,2023
2022-02-28,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1104,2022,NA
2022-02-28,NA,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1105,2022,NA
2022-03-08,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1106,2022,NA
2021-12-16,2024-12-15,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,ircc_1107,2021,2024
2021-12-16,2024-12-15,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1108,2021,2024
2021-08-09,2023-08-08,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1109,2021,2023
2021-07-28,2026-07-27,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1110,2021,2026
2021-12-16,2026-12-15,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1111,2021,2026
2022-02-28,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1112,2022,NA
2021-10-07,2024-10-06,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1113,2021,2024
2020-10-08,2023-10-07,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1114,2020,2023
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1115,2022,NA
2020-07-29,2023-07-28,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1116,2020,2023
2022-02-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1117,2022,NA
2022-02-16,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1118,2022,NA
2022-02-17,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1119,2022,NA
2021-06-30,2025-06-29,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1120,2021,2025
2022-02-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1121,2022,NA
2022-02-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1122,2022,NA
2021-09-28,2023-09-27,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1123,2021,2023
2022-02-14,NA,NA,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1124,2022,NA
2021-09-29,2026-09-28,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1125,2021,2026
2022-02-16,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1126,2022,NA
2022-02-17,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1127,2022,NA
2022-02-17,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1128,2022,NA
2022-02-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1129,2022,NA
2022-02-18,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1130,2022,NA
2022-03-01,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1131,2022,NA
2022-01-10,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1132,2022,NA
2022-01-24,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1133,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1134,2022,NA
2022-01-07,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1135,2022,NA
2022-02-14,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1136,2022,NA
2022-01-10,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1137,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1138,2022,NA
2022-01-27,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1139,2022,NA
2022-01-24,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1140,2022,NA
2022-01-25,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1141,2022,NA
2022-01-27,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1142,2022,NA
2022-02-01,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1143,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1144,2022,NA
2021-10-06,2024-10-05,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1145,2021,2024
2021-08-17,2023-08-16,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1146,2021,2023
2021-11-10,2026-11-09,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,ircc_1147,2021,2026
2021-01-13,2022-01-12,NA,NA,FALSE,TRUE,TRUE,NA,NA,FALSE,ircc_1148,2021,2022
2021-06-30,2022-06-29,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1149,2021,2022
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1150,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1151,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1152,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1153,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1154,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1155,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1156,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1157,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1158,2022,NA
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1159,2022,NA
2021-07-15,2024-07-14,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1160,2021,2024
2022-03-01,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1161,2022,NA
2022-02-02,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1162,2022,NA
2022-02-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1163,2022,NA
2022-02-17,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1164,2022,NA
2022-01-10,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1165,2022,NA
2022-02-17,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1166,2022,NA
2022-02-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1167,2022,NA
2022-01-10,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1168,2022,NA
2022-01-07,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1169,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1170,2022,NA
2022-02-10,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1171,2022,NA
2022-02-14,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1172,2022,NA
2022-02-14,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1173,2022,NA
2022-02-14,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1174,2022,NA
2022-02-10,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1175,2022,NA
2022-01-07,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1176,2022,NA
2022-01-24,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1177,2022,NA
2022-02-01,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1178,2022,NA
2022-02-02,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1179,2022,NA
2022-01-10,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1180,2022,NA
2022-01-24,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1181,2022,NA
2022-01-24,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1182,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1183,2022,NA
2022-02-28,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1184,2022,NA
2022-02-28,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1185,2022,NA
2022-03-09,NA,NA,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1186,2022,NA
2022-03-09,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1187,2022,NA
2022-03-09,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1188,2022,NA
2022-02-28,NA,NA,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1189,2022,NA
2021-04-24,2023-04-23,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1190,2021,2023
2022-03-09,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1191,2022,NA
2021-06-29,2026-06-28,NA,NA,FALSE,TRUE,TRUE,NA,NA,TRUE,ircc_1192,2021,2026
2022-03-09,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1193,2022,NA
2022-02-28,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1194,2022,NA
2021-10-04,2024-10-03,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1195,2021,2024
2022-02-28,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1196,2022,NA
2021-10-04,2022-10-03,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1197,2021,2022
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1198,2022,NA
2021-10-11,2024-10-10,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1199,2021,2024
2022-02-28,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1200,2022,NA
2021-09-02,2023-09-01,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1201,2021,2023
2022-02-28,2025-02-27,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1202,2022,2025
2021-12-16,2022-12-15,NA,NA,TRUE,TRUE,TRUE,"[""[ Secretary NBA | Jan 5, 2022 11:46:22 AM ] - draft prepared on 05.01.2022""]",NA,TRUE,ircc_1203,2021,2022
2022-02-28,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1204,2022,NA
2022-02-02,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1205,2022,NA
2022-01-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1206,2022,NA
2022-02-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1207,2022,NA
2022-02-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1208,2022,NA
2022-02-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1209,2022,NA
2022-02-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1210,2022,NA
2022-02-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1211,2022,NA
2022-02-16,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1212,2022,NA
2022-02-02,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1213,2022,NA
2022-02-17,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1214,2022,NA
2022-01-27,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1215,2022,NA
2022-02-17,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1216,2022,NA
2022-02-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1217,2022,NA
2022-02-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1218,2022,NA
2022-01-10,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1219,2022,NA
2022-01-10,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1220,2022,NA
2022-02-14,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1221,2022,NA
2022-02-14,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1222,2022,NA
2022-02-14,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1223,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1224,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1225,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1226,2022,NA
2022-02-01,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1227,2022,NA
2022-01-25,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1228,2022,NA
2022-01-27,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1229,2022,NA
2022-01-24,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1230,2022,NA
2022-02-01,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1231,2022,NA
2022-03-06,2022-10-31,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_1232,2022,2022
2022-03-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1233,2022,NA
2022-03-03,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1234,2022,NA
2022-03-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1235,2022,NA
2022-03-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1236,2022,NA
2022-03-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1237,2022,NA
2022-03-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1238,2022,NA
2022-03-03,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1239,2022,NA
2022-03-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1240,2022,NA
2022-03-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1241,2022,NA
2022-03-03,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1242,2022,NA
2022-03-04,2022-04-01,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_1243,2022,2022
2022-03-08,2023-12-31,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_1244,2022,2023
2022-03-04,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1245,2022,NA
2022-03-03,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1246,2022,NA
2022-03-14,2022-12-31,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_1247,2022,2022
2021-06-27,2022-12-27,NA,NA,FALSE,TRUE,TRUE,NA,NA,NA,ircc_1248,2021,2022
2021-07-16,2022-07-16,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1249,2021,2022
2021-07-16,2022-07-16,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1250,2021,2022
2021-11-03,2022-05-02,FALSE,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1251,2021,2022
2022-04-06,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1252,2022,NA
2022-01-24,2027-01-23,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1253,2022,2027
2022-03-18,2025-03-17,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1254,2022,2025
2022-03-18,2023-03-17,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1255,2022,2023
2022-03-18,2027-03-17,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1256,2022,2027
2022-03-21,NA,NA,NA,FALSE,TRUE,TRUE,NA,NA,NA,ircc_1257,2022,NA
2022-02-01,2025-01-31,NA,NA,FALSE,TRUE,TRUE,NA,NA,TRUE,ircc_1258,2022,2025
2021-11-18,2023-11-17,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1259,2021,2023
2021-08-18,2024-08-17,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1260,2021,2024
2022-03-18,2027-03-17,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1261,2022,2027
2021-12-16,2023-12-15,FALSE,NA,TRUE,TRUE,TRUE,"[""[ Secretary NBA | Jan 5, 2022 2:25:38 PM ] - Drafted on 05-01-2022""]",NA,TRUE,ircc_1262,2021,2023
2020-05-20,2020-11-19,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1263,2020,2020
2022-04-06,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1264,2022,NA
2021-12-16,2031-12-15,FALSE,NA,TRUE,TRUE,TRUE,"[""[ Secretary NBA | Jan 5, 2022 11:31:03 AM ] - Drafted on 05-01-2022""]",NA,TRUE,ircc_1265,2021,2031
2021-10-11,2026-10-10,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1266,2021,2026
2021-12-16,2026-12-15,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1267,2021,2026
2022-04-06,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1268,2022,NA
2021-12-16,2031-12-15,FALSE,NA,TRUE,TRUE,TRUE,"[""[ Secretary NBA | Jan 5, 2022 10:40:00 AM ] - Drafted on 05-01-2022""]",NA,TRUE,ircc_1269,2021,2031
2021-12-06,2031-12-05,NA,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1270,2021,2031
2022-02-23,2024-02-22,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1271,2022,2024
2021-01-30,2022-01-29,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1272,2021,2022
2021-01-25,2022-01-25,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1273,2021,2022
2022-02-18,2026-02-17,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1274,2022,2026
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1275,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1276,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1277,2022,NA
2022-04-06,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1278,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1279,2022,NA
2022-03-31,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,ircc_1280,2022,NA
2022-03-21,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1281,2022,NA
2022-03-18,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1282,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1283,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1284,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1285,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1286,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1287,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1288,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1289,2022,NA
2022-03-22,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1290,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1291,2022,NA
2022-03-18,NA,NA,NA,FALSE,TRUE,TRUE,NA,NA,NA,ircc_1292,2022,NA
2022-03-18,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1293,2022,NA
2022-03-18,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1294,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1295,2022,NA
2022-03-21,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1296,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1297,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1298,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1299,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1300,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1301,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1302,2022,NA
2022-03-21,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1303,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1304,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1305,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1306,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1307,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1308,2022,NA
2022-03-21,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1309,2022,NA
2022-03-21,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1310,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1311,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1312,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1313,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1314,2022,NA
2022-03-31,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_1315,2022,NA
2022-03-18,2025-03-17,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1316,2022,2025
2021-12-16,2031-12-15,FALSE,NA,TRUE,TRUE,TRUE,"[""[ Secretary NBA | Jan 5, 2022 11:02:27 AM ] - Drafted on 05-01-2022""]",NA,TRUE,ircc_1317,2021,2031
2022-04-06,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,ircc_1318,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1319,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1320,2022,NA
2022-03-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_1321,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1322,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1323,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1324,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1325,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1326,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1327,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1328,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1329,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1330,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1331,2022,NA
2022-03-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_1332,2022,NA
